aloud,"[3, 6, 9, 10, 11, 15, 16, 17, 18, 19, 21, 22, 24, 25, 27]"
alphabet,[27]
already,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27]"
also,"[4, 5, 7, 8, 9, 14, 16, 18, 20, 25, 26, 27]"
although,"[2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 27]"
amain,"[10, 11, 12, 17, 23, 27]"
aman,"[3, 4, 5, 6, 7, 9, 10, 13, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27]"
ambassador,"[3, 6, 9, 10, 11, 12, 13, 17, 18, 24, 26, 27]"
ambitiou,"[2, 4, 5, 10, 11, 12, 13, 14, 15, 17, 20, 24, 26, 27]"
ambitiously,"[11, 27]"
ambush,"[2, 6, 12, 18, 20, 27]"
amissshow,[27]
among,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
amongst,"[2, 4, 5, 6, 7, 8, 10, 12, 13, 16, 19, 20, 21, 27]"
amorou,"[1, 2, 3, 4, 7, 10, 16, 19, 20, 21, 22, 24, 27]"
ancestor,"[2, 3, 5, 6, 7, 8, 9, 14, 20, 21, 22, 25, 27]"
anchor,"[3, 11, 12, 16, 18, 21, 25, 26, 27]"
anchorage,[27]
ancient,"[2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 18, 19, 20, 21, 22, 24, 26, 27]"
andronicus,[27]
anew,"[2, 8, 9, 11, 19, 27]"
angry,"[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 25, 26, 27]"
annoy,"[6, 9, 11, 12, 14, 15, 20, 21, 27]"
anon,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27]"
another,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
answer,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
apart,"[3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 23, 25, 26, 27]"
apollinem,[27]
apollo,"[3, 16, 17, 27]"
apparent,"[5, 6, 7, 10, 11, 12, 14, 15, 18, 20, 21, 23, 24, 27]"
appearing,"[8, 9, 14, 21, 27]"
appease,"[6, 11, 12, 14, 21, 27]"
appetite,"[1, 3, 5, 6, 8, 9, 13, 14, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27]"
applaud,"[3, 7, 10, 12, 26, 27]"
applause,"[4, 5, 8, 14, 18, 19, 21, 24, 27]"
appoint,"[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 25, 26, 27]"
appointed,"[4, 6, 7, 8, 9, 10, 11, 12, 16, 18, 20, 21, 25, 26, 27]"
approach,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 22, 23, 24, 25, 27]"
approve,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 13, 16, 19, 20, 23, 24, 26, 27]"
approved,"[1, 2, 5, 7, 11, 19, 20, 23, 27]"
april,"[1, 3, 4, 15, 22, 24, 25, 27]"
archer,"[10, 21, 22, 27]"
archery,[27]
architect,[27]
arcu,"[3, 5, 14, 19, 27]"
aright,"[12, 16, 17, 26, 27]"
arise,"[3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 27]"
arm,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
armd,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 19, 20, 21, 22, 24, 26, 27]"
armed,"[1, 3, 4, 7, 8, 9, 10, 11, 12, 15, 16, 17, 20, 21, 22, 23, 24, 26, 27]"
armoury,[27]
army,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 24, 26, 27]"
arrow,"[2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27]"
art,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
ary,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
ascend,"[3, 6, 8, 9, 10, 14, 15, 20, 21, 22, 25, 27]"
aside,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27]"
ask,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
asleep,"[3, 5, 7, 8, 10, 11, 13, 14, 16, 19, 21, 22, 26, 27]"
aspenleaf,[27]
aspired,"[22, 27]"
associate,"[5, 22, 26, 27]"
assure,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
astraea,"[10, 27]"
attempt,"[2, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 25, 27]"
attend,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
attendant,"[2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27]"
attended,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 19, 20, 21, 22, 23, 24, 26, 27]"
attending,"[2, 3, 6, 13, 16, 17, 19, 20, 21, 22, 24, 27]"
attired,"[6, 25, 27]"
audi,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 26, 27]"
auditory,[27]
aught,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
aunt,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27]"
aut,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
author,"[1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 24, 26, 27]"
avaunt,"[3, 8, 9, 10, 13, 15, 16, 17, 19, 21, 23, 25, 27]"
avenged,"[11, 14, 21, 27]"
awake,"[2, 3, 4, 5, 6, 8, 9, 10, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27]"
away,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
awhile,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 24, 26, 27]"
axe,"[4, 5, 9, 11, 12, 13, 17, 18, 20, 22, 24, 25, 26, 27]"
ay,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
babbling,"[21, 27]"
babe,"[2, 3, 6, 10, 11, 12, 15, 16, 17, 19, 21, 22, 23, 26, 27]"
baby,"[3, 5, 9, 11, 15, 18, 21, 26, 27]"
bachelor,"[2, 4, 7, 8, 9, 10, 12, 14, 18, 21, 22, 24, 27]"
back,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bad,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bade,"[2, 3, 9, 11, 13, 14, 19, 21, 22, 25, 26, 27]"
badge,"[8, 9, 10, 11, 17, 20, 24, 27]"
bag,"[4, 6, 7, 11, 15, 16, 19, 20, 22, 23, 24, 25, 26, 27]"
bail,"[2, 11, 18, 23, 25, 27]"
bait,"[5, 6, 7, 8, 11, 13, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27]"
baked,"[2, 15, 22, 26, 27]"
balance,"[2, 8, 11, 18, 19, 20, 24, 27]"
balcony,[27]
baleful,"[10, 11, 12, 22, 27]"
band,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bandy,"[4, 10, 12, 16, 22, 27]"
bane,"[6, 8, 10, 11, 16, 18, 24, 27]"
banishd,"[2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 20, 22, 27]"
banished,"[4, 5, 6, 11, 14, 16, 21, 22, 27]"
banishment,"[4, 5, 6, 7, 11, 16, 20, 21, 22, 27]"
banquet,"[3, 4, 9, 10, 13, 14, 17, 22, 27]"
barbarou,"[6, 9, 11, 15, 16, 17, 19, 24, 27]"
bare,"[1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 26, 27]"
bark,"[3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
barn,"[2, 7, 8, 12, 18, 27]"
barrd,"[2, 5, 6, 15, 17, 20, 23, 26, 27]"
barren,"[3, 5, 6, 7, 8, 11, 14, 17, 20, 21, 23, 24, 26, 27]"
barrst,"[5, 27]"
base,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27]"
basely,"[3, 7, 10, 20, 27]"
basin,"[8, 27]"
basket,"[3, 8, 17, 22, 24, 25, 26, 27]"
bassianu,[27]
bastard,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 20, 21, 23, 24, 26, 27]"
bastardy,"[11, 14, 15, 16, 21, 27]"
bathed,"[1, 4, 7, 12, 14, 27]"
batterd,"[10, 27]"
battle,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19, 20, 21, 22, 25, 26, 27]"
battleaxe,[27]
bauble,"[2, 6, 19, 22, 27]"
bay,"[2, 4, 8, 10, 13, 14, 16, 18, 19, 20, 21, 23, 24, 27]"
beam,"[2, 5, 6, 10, 11, 12, 13, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 27]"
bear,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bearer,"[8, 13, 16, 17, 22, 24, 26, 27]"
bearing,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27]"
bearst,"[2, 3, 7, 15, 16, 18, 27]"
bearwhelp,"[12, 27]"
beast,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
beastlike,[27]
beastly,"[3, 5, 6, 7, 8, 16, 18, 21, 23, 25, 27]"
beat,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
beating,"[5, 10, 16, 23, 25, 26, 27]"
beauteou,"[1, 3, 10, 11, 15, 17, 20, 21, 22, 24, 26, 27]"
beautify,"[11, 22, 27]"
beauty,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
become,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bed,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bedchamber,"[6, 11, 13, 19, 21, 27]"
bee,"[2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 22, 24, 26, 27]"
befall,"[8, 10, 11, 12, 14, 17, 18, 19, 21, 23, 26, 27]"
befriend,"[7, 14, 15, 27]"
befriended,[27]
beg,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
beget,"[6, 7, 9, 10, 12, 13, 15, 16, 17, 20, 21, 26, 27]"
beggd,"[3, 5, 6, 10, 14, 16, 19, 20, 21, 23, 24, 27]"
begging,"[5, 8, 13, 17, 21, 27]"
beggst,[27]
begin,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
beginning,"[4, 5, 6, 7, 8, 9, 14, 15, 18, 19, 25, 27]"
begot,"[2, 4, 6, 7, 10, 15, 16, 17, 18, 19, 20, 21, 22, 24, 27]"
beguile,"[2, 3, 7, 10, 11, 15, 16, 17, 18, 19, 20, 22, 25, 26, 27]"
beheaded,"[10, 11, 18, 21, 23, 27]"
beheld,"[3, 5, 6, 10, 13, 15, 20, 21, 24, 25, 27]"
behold,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
beholding,"[4, 5, 7, 8, 9, 10, 13, 14, 15, 16, 18, 20, 21, 24, 25, 27]"
believe,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
believest,"[18, 27]"
belike,"[2, 3, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 21, 23, 25, 26, 27]"
bell,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27]"
belong,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 17, 18, 19, 20, 22, 27]"
beloved,"[3, 4, 5, 6, 7, 11, 12, 13, 14, 16, 19, 22, 23, 24, 26, 27]"
bent,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 20, 21, 22, 23, 26, 27]"
bereft,"[11, 12, 19, 20, 21, 23, 24, 27]"
berry,"[3, 5, 7, 8, 9, 19, 21, 25, 27]"
beside,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27]"
best,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bestow,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 24, 25, 26, 27]"
betide,"[11, 12, 20, 21, 27]"
betray,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 23, 25, 27]"
betrothd,"[10, 21, 22, 27]"
better,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
betwixt,"[2, 3, 4, 6, 7, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 27]"
beware,"[2, 4, 5, 7, 10, 12, 13, 14, 16, 19, 20, 21, 23, 24, 26, 27]"
bewet,[27]
bewitchd,"[1, 10, 21, 27]"
bewray,"[5, 10, 12, 16, 27]"
beyond,"[3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 21, 23, 25, 26, 27]"
bid,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
bidding,"[1, 2, 3, 5, 6, 9, 14, 15, 16, 18, 19, 20, 24, 27]"
bide,"[1, 3, 6, 7, 8, 9, 11, 12, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27]"
bigboned,[27]
bigswoln,"[12, 27]"
bind,"[2, 3, 4, 7, 8, 10, 11, 12, 15, 16, 19, 20, 21, 23, 24, 27]"
bird,"[3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27]"
bite,"[2, 3, 4, 5, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27]"
bitter,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 26, 27]"
bitterest,"[5, 27]"
bitternes,"[2, 4, 6, 8, 15, 19, 21, 27]"
blabbd,[27]
black,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
blackamoor,"[17, 27]"
blazoning,"[19, 27]"
bleed,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 19, 20, 21, 22, 24, 26, 27]"
bleeding,"[1, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 20, 21, 22, 24, 26, 27]"
bles,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
blind,"[2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
blis,"[2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 26, 27]"
blithe,"[9, 27]"
blood,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
blooddrinking,"[10, 11, 27]"
bloodles,"[1, 11, 21, 27]"
bloodstaind,[27]
bloodstained,"[7, 27]"
bloody,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27]"
blossom,"[1, 3, 4, 8, 10, 11, 13, 17, 18, 19, 26, 27]"
blot,"[7, 9, 10, 11, 12, 15, 16, 17, 19, 20, 21, 23, 24, 27]"
blow,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
blowse,[27]
blush,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27]"
blushing,"[7, 8, 10, 12, 13, 17, 20, 21, 22, 27]"
boar,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27]"
boast,"[1, 3, 4, 5, 6, 7, 9, 10, 12, 15, 16, 17, 19, 20, 27]"
bode,"[3, 6, 10, 11, 12, 13, 16, 19, 21, 22, 24, 26, 27]"
body,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
